dataset,fold,framework,test_error,val_error,eval_metric,test_score,val_score,time_fit,models_count,time_predict,tid,problem_type,repeat,sample
yeast,0,EXAMPLE,0.9956643545265215,1.0948363066027025,log_loss,-0.9956643545265215,-1.0948363066027025,37.961058616638184,3,0.0041942596435546875,2073,multiclass,0,0
