dataset,fold,framework,test_error,val_error,eval_metric,test_score,val_score,time_fit,models_count,time_predict,tid,problem_type,repeat,sample
yeast,1,EXAMPLE,1.219515238653061,0.991020166629478,log_loss,-1.219515238653061,-0.991020166629478,36.29413819313049,3,0.00397944450378418,2073,multiclass,0,0
