dataset,fold,framework,test_error,val_error,eval_metric,test_score,val_score,time_fit,models_count,time_predict,tid,problem_type,repeat,sample
yeast,2,EXAMPLE,1.0476129403741616,1.1140149859478985,log_loss,-1.0476129403741616,-1.1140149859478985,36.07595658302307,3,0.006595134735107422,2073,multiclass,0,0
